	GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism	S_10B	S_9A	S_13A	S_42A	S_46B	S_47B	S_48B	S_2A	S_2B	S_7B	S_8B	S_33A	S_36B	S_38A	S_40A
29	TRINITY_DN233040_c0_g2	9.01509648081959	1.81279509324418	10.8732493226023	0.00424482770321828	0.028314098580734	Q9VVI9	TRINITY_DN233040_c0_g2_i1	1.8e-38	Charged multivesicular body protein 5 (Vacuolar protein-sorting-associated protein 60)	endosome transport via multivesicular body sorting pathway [GO:0032509]; protein transport [GO:0015031]; vacuolar transport [GO:0007034]	ESCRT III complex [GO:0000815]		GO:0000815; GO:0007034; GO:0015031; GO:0032509	reviewed	Drosophila melanogaster (Fruit fly)	0	0	3	0	5	5	0	0	0	0	0	0	0	0	0
30	TRINITY_DN233686_c0_g1	10.9752491924003	4.80041697933975	19.9824664203	0.000173874389433226	0.00199311568628087	Q9XIV8	TRINITY_DN233686_c0_g1_i1	6.2e-98	Peroxidase N1 (EC 1.11.1.7) (Peroxidase B2) (Peroxidase B3)	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	extracellular region [GO:0005576]	heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042744; GO:0046872	reviewed	Nicotiana tabacum (Common tobacco)	37	69	99	2	0	28	5	0	1	1	0	0	6	3	0
31	TRINITY_DN234168_c0_g1	19.7079584123126	6.83063999213227	121.478969124765	5.90763057517921e-10	1.70879594674576e-08	P40412	TRINITY_DN234168_c0_g1_i1	4e-09	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon) (TCP-K19)	protein folding [GO:0006457]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0005737; GO:0006457; GO:0051082	reviewed	Avena sativa (Oat)	226	295	139	175	112	126	76	0	0	1	1	0	0	0	0
32	TRINITY_DN234177_c0_g1	-7.18633570346576	4.01711896032251	10.981187206467	0.00302410226226205	0.0219567023924577	Q9FIK1	TRINITY_DN234177_c0_g1_i1	2.4e-105	BTB/POZ domain-containing protein At5g47800	protein ubiquitination [GO:0016567]			GO:0016567	reviewed	Arabidopsis thaliana (Mouse-ear cress)	6	1	4	1	0	0	0	22	25	18	4	60	7	45	15
33	TRINITY_DN234179_c0_g1	9.67590241722468	3.59248768734876	14.0305622493554	0.00127114598915495	0.0106617800445381	Q9NRD8	TRINITY_DN234179_c0_g1_i1	7.5e-21	Dual oxidase 2 (EC 1.11.1.-) (EC 1.6.3.1) (Large NOX 2) (Long NOX 2) (NADH/NADPH thyroid oxidase p138-tox) (NADPH oxidase/peroxidase DUOX2) (NADPH thyroid oxidase 2) (Thyroid oxidase 2) (p138 thyroid oxidase)	cuticle development [GO:0042335]; cytokine-mediated signaling pathway [GO:0019221]; defense response [GO:0006952]; hormone biosynthetic process [GO:0042446]; hydrogen peroxide biosynthetic process [GO:0050665]; hydrogen peroxide catabolic process [GO:0042744]; oxidation-reduction process [GO:0055114]; positive regulation of cell motility [GO:2000147]; positive regulation of wound healing [GO:0090303]; response to cAMP [GO:0051591]; response to oxidative stress [GO:0006979]; response to virus [GO:0009615]; superoxide anion generation [GO:0042554]; thyroid hormone generation [GO:0006590]	apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; cell junction [GO:0030054]; cell leading edge [GO:0031252]; cell surface [GO:0009986]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; NADPH oxidase complex [GO:0043020]; plasma membrane [GO:0005886]	calcium ion binding [GO:0005509]; heme binding [GO:0020037]; NAD(P)H oxidase activity [GO:0016174]; peroxidase activity [GO:0004601]; superoxide-generating NADPH oxidase activity [GO:0016175]	GO:0004601; GO:0005509; GO:0005783; GO:0005829; GO:0005886; GO:0006590; GO:0006952; GO:0006979; GO:0009615; GO:0009986; GO:0016174; GO:0016175; GO:0016324; GO:0019221; GO:0020037; GO:0030054; GO:0031252; GO:0042335; GO:0042446; GO:0042554; GO:0042744; GO:0043020; GO:0045177; GO:0050665; GO:0051591; GO:0055114; GO:0070062; GO:0090303; GO:2000147	reviewed	Homo sapiens (Human)	0	18	4	39	56	0	1	0	0	0	0	0	7	1	1
34	TRINITY_DN238280_c0_g1	10.0903010984653	2.24598420492404	11.0533406447161	0.00400254324359354	0.027106939472477	O01541	TRINITY_DN238280_c0_g1_i1	2.4e-61	Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (AlaRS A) (Alanyl-tRNA synthetase)	alanyl-tRNA aminoacylation [GO:0006419]; tRNA modification [GO:0006400]	mitochondrion [GO:0005739]	alanine-tRNA ligase activity [GO:0004813]; amino acid binding [GO:0016597]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	GO:0000049; GO:0002161; GO:0004813; GO:0005524; GO:0005739; GO:0006400; GO:0006419; GO:0008270; GO:0016597	reviewed	Caenorhabditis elegans	0	0	3	0	3	14	0	0	0	0	0	0	0	0	0
35	TRINITY_DN250557_c0_g1	8.74475812263883	3.71919390303516	16.9359851632017	0.000421332088496308	0.00416620707315039	Q9LMN7	TRINITY_DN250557_c0_g1_i1	3.3e-134	Wall-associated receptor kinase 5 (EC 2.7.11.-)		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; polysaccharide binding [GO:0030247]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005509; GO:0005524; GO:0005886; GO:0016021; GO:0030247	reviewed	Arabidopsis thaliana (Mouse-ear cress)	27	25	19	5	8	9	13	0	2	0	0	2	3	4	0
36	TRINITY_DN251094_c0_g1	-11.6137891335525	2.58839853092571	18.5117272830378	0.000427145244768292	0.00421023736483396	Q8LC69	TRINITY_DN251094_c0_g1_i1	2e-35	RING-H2 finger protein ATL8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL8)	protein ubiquitination [GO:0016567]	integral component of membrane [GO:0016021]	metal ion binding [GO:0046872]; transferase activity [GO:0016740]	GO:0016021; GO:0016567; GO:0016740; GO:0046872	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	0	0	0	0	0	0	14	16	5	4	9	5	9	4
37	TRINITY_DN251132_c0_g1	-6.91757419907991	5.53108009654409	9.09759345688199	0.00614533994137113	0.0379637267835203	Q651J5	TRINITY_DN251132_c0_g1_i1	5.7e-28	Phosphate transporter PHO1-3 (Protein PHO1-3) (OsPHO1;3)	cellular response to phosphate starvation [GO:0016036]; phosphate ion transport [GO:0006817]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]	inositol hexakisphosphate binding [GO:0000822]; phosphate ion transmembrane transporter activity [GO:0015114]	GO:0000822; GO:0005794; GO:0005802; GO:0005886; GO:0006817; GO:0015114; GO:0016021; GO:0016036	reviewed	Oryza sativa subsp. japonica (Rice)	4	0	0	1	3	21	2	138	15	45	2	120	33	292	22
38	TRINITY_DN25194_c0_g1	-7.09012252809885	1.59624670569206	9.13257306128789	0.00731526539940161	0.0439626143905786	B1Q3J6	TRINITY_DN25194_c0_g1_i1	4.3e-80	DNA (cytosine-5)-methyltransferase 1B (OsMET1b) (EC 2.1.1.37) (DNA methyltransferase 1-2) (OsMET1-2)	DNA methylation on cytosine within a CG sequence [GO:0010424]; embryo development ending in seed dormancy [GO:0009793]; maintenance of DNA methylation [GO:0010216]; regulation of gene expression by genetic imprinting [GO:0006349]	nucleus [GO:0005634]	chromatin binding [GO:0003682]; DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; DNA binding [GO:0003677]	GO:0003677; GO:0003682; GO:0003886; GO:0005634; GO:0006349; GO:0009793; GO:0010216; GO:0010424	reviewed	Oryza sativa subsp. japonica (Rice)	0	0	0	0	0	0	0	2	1	5	5	0	1	1	1
39	TRINITY_DN252333_c0_g1	-4.10398329184335	10.3933854325209	9.8829804067485	0.00454493553424549	0.0299288839967868	P92934	TRINITY_DN252333_c0_g1_i1	1.1e-31	Amino acid permease 6 (Amino acid transporter AAP6)	amino acid transmembrane transport [GO:0003333]; aspartate transmembrane transport [GO:0015810]; tryptophan transport [GO:0015827]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	acidic amino acid transmembrane transporter activity [GO:0015172]; amino acid transmembrane transporter activity [GO:0015171]; neutral amino acid transmembrane transporter activity [GO:0015175]; symporter activity [GO:0015293]	GO:0003333; GO:0005886; GO:0015171; GO:0015172; GO:0015175; GO:0015293; GO:0015810; GO:0015827; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)	224	9	211	97	85	597	569	1692	1202	2185	297	2642	1216	3500	4537
40	TRINITY_DN252362_c0_g1	-3.64981933835391	7.75818887354762	13.4244893584957	0.00128861672430503	0.0107573715464982	Q9M0E2	TRINITY_DN252362_c0_g1_i1	2.2e-32	60S ribosomal protein L28-2	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005886; GO:0006412; GO:0009506; GO:0022625	reviewed	Arabidopsis thaliana (Mouse-ear cress)	126	80	143	13	16	31	34	480	307	345	412	236	241	571	275
41	TRINITY_DN252876_c0_g1	10.5537190747034	7.62793884860265	57.1695076537629	1.10380182132436e-07	2.3399086554787e-06	Q0JGM8	TRINITY_DN252876_c0_g1_i1	1.8e-19	Cysteine proteinase inhibitor 5 (Oryzacystatin V) (OC-V) (Oryzacystatin-5)	defense response [GO:0006952]	extracellular region [GO:0005576]	cysteine-type endopeptidase inhibitor activity [GO:0004869]	GO:0004869; GO:0005576; GO:0006952	reviewed	Oryza sativa subsp. japonica (Rice)	128	232	134	266	146	277	509	15	1	5	7	30	15	6	1
42	TRINITY_DN254083_c0_g1	-2.9895013383217	7.73595468380302	8.59757473934057	0.00748277979295478	0.0447953645245552	Q9AST6	TRINITY_DN254083_c0_g1_i1	3e-19	Vacuolar protein sorting-associated protein 55 homolog	late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; negative regulation of protein localization to cell surface [GO:2000009]; protein transport [GO:0015031]	endosome [GO:0005768]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; vacuole [GO:0005773]		GO:0005768; GO:0005773; GO:0010008; GO:0015031; GO:0016021; GO:0032511; GO:2000009	reviewed	Arabidopsis thaliana (Mouse-ear cress)	146	104	69	72	6	35	59	562	480	441	331	211	212	331	271
43	TRINITY_DN254084_c0_g1	17.1564807889615	5.2595179969131	61.9879839654261	1.47426522272083e-07	3.04190057621398e-06	Q47BF5	TRINITY_DN254084_c0_g1_i1	5.6e-35	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	regulation of RNA metabolic process [GO:0051252]		4-hydroxy-4-methyl-2-oxoglutarate aldolase activity [GO:0047443]; metal ion binding [GO:0046872]; ribonuclease inhibitor activity [GO:0008428]	GO:0008428; GO:0046872; GO:0047443; GO:0051252	reviewed	Dechloromonas aromatica (strain RCB)	64	89	21	57	50	62	24	1	0	0	0	0	0	0	0
44	TRINITY_DN254239_c0_g1	21.5676430656157	9.56454507521048	246.323330788228	8.60821846411745e-14	7.01116740695882e-12	Q9FVI2	TRINITY_DN254239_c0_g1_i1	4.9e-10	Actin-depolymerizing factor 1 (ADF-1)	actin filament depolymerization [GO:0030042]	actin cytoskeleton [GO:0015629]	actin binding [GO:0003779]	GO:0003779; GO:0015629; GO:0030042	reviewed	Petunia hybrida (Petunia)	1154	1123	598	1741	1155	1147	409	2	0	0	1	0	0	4	0
45	TRINITY_DN254309_c0_g1	24.4763234462992	8.2152659615535	275.516426563172	5.95611498770717e-12	2.36335588294278e-10	Q9SDS7	TRINITY_DN254309_c0_g1_i1	1.9e-40	V-type proton ATPase subunit C (V-ATPase subunit C) (Vacuolar H(+)-ATPase subunit C) (Vacuolar proton pump subunit C)	ATP hydrolysis coupled proton transport [GO:0015991]; unidimensional cell growth [GO:0009826]	chloroplast [GO:0009507]; Golgi apparatus [GO:0005794]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; vacuole [GO:0005773]	proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0000221; GO:0000325; GO:0005773; GO:0005774; GO:0005794; GO:0005886; GO:0008553; GO:0009507; GO:0009826; GO:0015991; GO:0046961	reviewed	Arabidopsis thaliana (Mouse-ear cress)	550	391	375	379	446	393	281	0	0	0	0	0	0	0	0
46	TRINITY_DN25521_c0_g1	5.98420024193541	2.85647963419005	10.1208873443849	0.00415525703005228	0.0277765021771313	Q9C8D1	TRINITY_DN25521_c0_g1_i1	3.2e-12	U-box domain-containing protein 20 (EC 2.3.2.27) (Plant U-box protein 20) (RING-type E3 ubiquitin transferase PUB20)	response to chitin [GO:0010200]		ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0010200	reviewed	Arabidopsis thaliana (Mouse-ear cress)	4	16	2	8	12	4	7	1	2	1	1	1	2	2	0
47	TRINITY_DN255257_c0_g1	23.2563543554459	9.0001595874337	298.037892454782	1.13130589541778e-14	1.90575791791826e-12	P14906	TRINITY_DN255257_c0_g1_i1	1.1e-28	Protein translocation protein SEC63 (Protein NPL1) (Sec62/63 complex 73 kDa subunit)	cytosol to endoplasmic reticulum transport [GO:0046967]; posttranslational protein targeting to endoplasmic reticulum membrane [GO:0006620]; posttranslational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; nuclear inner membrane [GO:0005637]; Sec62/Sec63 complex [GO:0031207]	protein transmembrane transporter activity [GO:0008320]	GO:0005637; GO:0005739; GO:0005783; GO:0006614; GO:0006620; GO:0008320; GO:0016021; GO:0031204; GO:0031207; GO:0046967	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	729	654	1076	557	697	636	405	0	0	0	1	0	1	0	0
48	TRINITY_DN255876_c0_g1	21.8899917528121	9.27647504529289	350.67490028809	1.95959567909052e-15	8.15188158761435e-13	Q9SGE9	TRINITY_DN255876_c0_g1_i1	5.4e-135	Phenylalanine--tRNA ligase beta subunit, cytoplasmic (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytosol [GO:0005829]; phenylalanine-tRNA ligase complex [GO:0009328]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]	GO:0000287; GO:0003723; GO:0004826; GO:0005524; GO:0005829; GO:0006432; GO:0009328	reviewed	Arabidopsis thaliana (Mouse-ear cress)	935	752	921	647	1083	898	573	1	0	0	1	0	1	1	1
49	TRINITY_DN255899_c0_g1	-6.08164880303806	5.93159634791703	14.0309809632793	0.00105341307647549	0.00913253073302978	O48788	TRINITY_DN255899_c0_g1_i1	3.3e-87	Probable inactive receptor kinase At2g26730		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0005886; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)	9	7	2	12	1	15	5	177	94	51	34	143	67	255	65
50	TRINITY_DN255905_c0_g1	7.7737128478193	1.87070305008503	10.5466473984161	0.0047275900074818	0.0308039812066446	O76039	TRINITY_DN255905_c0_g1_i1	2.7e-27	Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)	neuron migration [GO:0001764]; positive regulation of axon extension [GO:0045773]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of GTPase activity [GO:0043547]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of cilium assembly [GO:1902017]; regulation of dendrite development [GO:0050773]; regulation of postsynapse organization [GO:0099175]	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dendritic growth cone [GO:0044294]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic density, intracellular component [GO:0099092]; ruffle membrane [GO:0032587]	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; Rac GTPase binding [GO:0048365]	GO:0001764; GO:0004672; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005813; GO:0005829; GO:0006468; GO:0016301; GO:0032587; GO:0032839; GO:0036064; GO:0043547; GO:0044294; GO:0045773; GO:0046777; GO:0048365; GO:0048471; GO:0050773; GO:0050775; GO:0060999; GO:0097542; GO:0098978; GO:0099092; GO:0099175; GO:1902017	reviewed	Homo sapiens (Human)	1	0	0	2	3	5	3	0	0	0	0	0	0	0	0
51	TRINITY_DN255960_c0_g1	10.3270327609439	2.71605758204736	11.0941373399017	0.00394984693503924	0.0268830195739531	Q92122	TRINITY_DN255960_c0_g1_i1	2.5e-153	Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP)			ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]	GO:0000287; GO:0004743; GO:0005524; GO:0016301; GO:0030955	reviewed	Xenopus laevis (African clawed frog)	0	0	2	0	14	21	0	0	0	0	0	0	0	0	0
52	TRINITY_DN255993_c0_g1	12.3811057051814	3.19235588713018	16.8470408745976	0.000736896386572825	0.00678778070369908	P0DJ52	TRINITY_DN255993_c0_g1_i1	1.5e-105	60S ribosomal protein L8	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	reviewed	Tetrahymena thermophila (strain SB210)	3	0	49	1	0	3	1	0	0	0	0	0	0	0	0
53	TRINITY_DN256219_c0_g2	19.7113305833241	6.52137333126069	102.673683443645	2.49250998994938e-09	6.70810297295072e-08	Q9NZB8	TRINITY_DN256219_c0_g2_i1	6.1e-70	Molybdenum cofactor biosynthesis protein 1 (Cell migration-inducing gene 11 protein) (Molybdenum cofactor synthesis-step 1 protein A-B) [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]	molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	cytosol [GO:0005829]; molybdopterin synthase complex [GO:0019008]; nucleus [GO:0005634]	4 iron, 4 sulfur cluster binding [GO:0051539]; cyclic pyranopterin monophosphate synthase activity [GO:0061799]; GTP 3',8'-cyclase activity [GO:0061798]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]	GO:0005525; GO:0005634; GO:0005829; GO:0006777; GO:0019008; GO:0032324; GO:0046872; GO:0051539; GO:0061798; GO:0061799	reviewed	Homo sapiens (Human)	134	250	159	84	92	119	66	0	0	0	1	0	0	0	0
54	TRINITY_DN256326_c0_g1	16.0227157691198	4.1368311950585	44.2831479662696	4.02480926289295e-06	6.69719605841597e-05	Q8GXU8	TRINITY_DN256326_c0_g1_i2	7.8e-15	1-acyl-sn-glycerol-3-phosphate acyltransferase LPAT1, chloroplastic (EC 2.3.1.51) (EC 2.3.1.n4) (Lysophosphatidyl acyltransferase 1) (Protein EMBRYO DEFECTIVE 1995)	CDP-diacylglycerol biosynthetic process [GO:0016024]; embryo development ending in seed dormancy [GO:0009793]; phosphatidic acid biosynthetic process [GO:0006654]; phosphatidylglycerol biosynthetic process [GO:0006655]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast membrane [GO:0031969]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plastid [GO:0009536]	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]	GO:0003841; GO:0005783; GO:0006654; GO:0006655; GO:0009507; GO:0009536; GO:0009793; GO:0009941; GO:0016021; GO:0016024; GO:0031969	reviewed	Arabidopsis thaliana (Mouse-ear cress)	18	118	10	15	12	18	10	0	0	0	0	0	0	0	0
55	TRINITY_DN256462_c0_g1	2.11606484026021	11.1433419024515	10.7262136242286	0.00331936687145527	0.0233557884319311	Q9LVQ4	TRINITY_DN256462_c0_g1_i1	1.3e-31	WEB family protein At5g55860	cellular response to mechanical stimulus [GO:0071260]; chloroplast accumulation movement [GO:0009904]; chloroplast avoidance movement [GO:0009903]	cytosol [GO:0005829]; plasma membrane [GO:0005886]		GO:0005829; GO:0005886; GO:0009903; GO:0009904; GO:0071260	reviewed	Arabidopsis thaliana (Mouse-ear cress)	3753	3039	2781	1101	1065	838	1994	2699	2333	2255	1169	1289	1514	1566	1202
