geneID	Uniprot	annot	BPGO	CCGO	MFGO	GOterms	moduleColor	GS.exposed	p.GS.exposed	logFC	logCPM	FDR	edgeR.pvalue	MM.blue	p.MM.blue	MM.brown	p.MM.brown	MM.black	p.MM.black	MM.yellow	p.MM.yellow	MM.lightgreen	p.MM.lightgreen	MM.grey	p.MM.grey	MM.pink	p.MM.pink	MM.purple	p.MM.purple	MM.lightcyan	p.MM.lightcyan	MM.cyan	p.MM.cyan	MM.salmon	p.MM.salmon	MM.greenyellow	p.MM.greenyellow	MM.green	p.MM.green
TRINITY_DN233040_c0_g2	Q9VVI9	Charged multivesicular body protein 5 (Vacuolar protein-sorting-associated protein 60)	endosome transport via multivesicular body sorting pathway [GO:0032509]; protein transport [GO:0015031]; vacuolar transport [GO:0007034]	ESCRT III complex [GO:0000815]	NA	GO:0000815; GO:0007034; GO:0015031; GO:0032509	black	0.520638214	0.046609926	9.015096481	1.812795093	0.028314099	0.004244828	0.558743512	0.03038028	-0.463357184	0.081942415	0.962430375	9.79E-09	0.456578306	0.087117752	-0.215489664	0.440521246	0.049997213	0.859548701	-0.216306289	0.438748795	0.264882499	0.340043885	-0.315132635	0.252593268	0.140249028	0.618107085	0.040377222	0.8863924	-0.218095325	0.434878392	-0.125223853	0.656556445
TRINITY_DN278928_c0_g1	P34574	Probable clathrin heavy chain 1	apical protein localization [GO:0045176]; cortical actin cytoskeleton organization [GO:0030866]; determination of adult lifespan [GO:0008340]; embryo development ending in birth or egg hatching [GO:0009792]; intracellular protein transport [GO:0006886]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; protein localization [GO:0008104]; receptor-mediated endocytosis [GO:0006898]	apical plasma membrane [GO:0016324]; cell cortex [GO:0005938]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; endocytic vesicle [GO:0030139]; mitotic spindle [GO:0072686]; plasma membrane [GO:0005886]	clathrin light chain binding [GO:0032051]; structural molecule activity [GO:0005198]	GO:0005198; GO:0005737; GO:0005886; GO:0005938; GO:0006886; GO:0006898; GO:0008104; GO:0008340; GO:0009792; GO:0009898; GO:0016324; GO:0030130; GO:0030132; GO:0030139; GO:0030866; GO:0031410; GO:0032051; GO:0045176; GO:0045334; GO:0071439; GO:0072686; GO:2000370	black	0.518810592	0.047522695	11.98799353	2.613726442	0.013941491	0.001770277	0.558559421	0.030446658	-0.421219848	0.117900465	0.975107926	6.95E-10	0.447490986	0.094413108	-0.218372859	0.434279533	0.083801344	0.766522694	-0.212114979	0.447883968	0.304277496	0.270186572	-0.315672175	0.251737594	0.090782664	0.747632963	0.041667138	0.882785733	-0.220796841	0.429066935	-0.145593374	0.60464347
TRINITY_DN311463_c2_g1	A0SXL6	Elongation factor 2 (EF-2)	hematopoietic progenitor cell differentiation [GO:0002244]; positive regulation of translation [GO:0045727]	aggresome [GO:0016235]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polysome [GO:0005844]; synapse [GO:0045202]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]; translation elongation factor activity [GO:0003746]	GO:0002244; GO:0003746; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0005886; GO:0016235; GO:0019901; GO:0045202; GO:0045727	black	0.518806605	0.047524701	14.73850816	4.407258396	0.003321885	0.000318153	0.557144317	0.030960553	-0.481310768	0.069299124	0.950486506	5.72E-08	0.48262228	0.068434315	-0.18802459	0.502178871	0.071286173	0.800686721	-0.207895894	0.457174639	0.336052442	0.220717504	-0.289055697	0.296066917	0.179537902	0.522004422	0.044246868	0.875579151	-0.220503528	0.429695977	-0.081882654	0.771736121
TRINITY_DN311789_c4_g1	P04106	Tubulin alpha chain	microtubule-based process [GO:0007017]	cytoplasm [GO:0005737]; microtubule [GO:0005874]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017	black	0.517651632	0.048108306	11.80681734	3.187491121	0.007609762	0.000845802	0.561541284	0.029384858	-0.058977451	0.834617786	0.858120668	4.26E-05	0.232451935	0.404455856	-0.275375658	0.320523695	0.333277058	0.224792821	-0.216042881	0.439320117	0.427523631	0.111931641	-0.326717768	0.234610886	-0.324011589	0.238738028	-0.037401883	0.894719381	-0.212710724	0.446579753	-0.356271851	0.192437579
TRINITY_DN276409_c0_g1	P00125	"Cytochrome c1, heme protein, mitochondrial (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)"	"mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]"	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]	"electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity [GO:0045153]; heme binding [GO:0020037]; metal ion binding [GO:0046872]"	GO:0005739; GO:0005743; GO:0005750; GO:0006122; GO:0016021; GO:0020037; GO:0042776; GO:0045153; GO:0046872	black	0.517215279	0.048330164	12.69571397	3.107917915	0.011099094	0.001334043	0.55467176	0.031874103	-0.482515363	0.068504523	0.953753899	3.70E-08	0.454826236	0.088492176	-0.211889812	0.448377402	0.021165695	0.940317912	-0.218497604	0.434010495	0.227705767	0.414386889	-0.313103807	0.255826775	0.16223621	0.56348261	0.037448457	0.894588957	-0.215747053	0.439962204	-0.117067391	0.677776304
TRINITY_DN274831_c0_g1	O61199	"2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)"	generation of precursor metabolites and energy [GO:0006091]; glycolytic process [GO:0006096]; tricarboxylic acid cycle [GO:0006099]	mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; oxoglutarate dehydrogenase complex [GO:0045252]	oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]	GO:0004591; GO:0005739; GO:0005759; GO:0006091; GO:0006096; GO:0006099; GO:0030976; GO:0031966; GO:0045252	black	0.517210682	0.048332505	11.42433247	2.452097333	0.016414449	0.002132022	0.557024384	0.031004405	-0.426810368	0.112596277	0.974856605	7.41E-10	0.444957992	0.096520941	-0.216920439	0.437418185	0.069363977	0.805965365	-0.213517638	0.44481628	0.28514342	0.302945874	-0.315222495	0.252450634	0.095485999	0.73498092	0.039697641	0.888293378	-0.22036476	0.429993743	-0.145068741	0.605960007
TRINITY_DN292998_c5_g6	P49041	40S ribosomal protein S5	ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0000028; GO:0003729; GO:0003735; GO:0006412; GO:0019843; GO:0022627	black	0.514275022	0.049844804	15.94884226	5.164173859	0.002405162	0.000219146	0.550729857	0.033372268	-0.469430145	0.077495322	0.951010602	5.34E-08	0.450230435	0.092170167	-0.225092514	0.419908517	0.050958207	0.856874497	-0.223549681	0.423186163	0.261758656	0.345981516	-0.326239998	0.235336275	0.154113075	0.583424198	0.035178124	0.900949653	-0.223446614	0.423405591	-0.127832615	0.649819675
TRINITY_DN59463_c0_g1	Q8GYL5	40S ribosomal protein S25-3	NA	cytosolic small ribosomal subunit [GO:0022627]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0022627	black	0.513722017	0.050133535	4.925803417	2.188475482	0.188082731	0.051775925	0.550790197	0.033348944	-0.232591326	0.404166098	0.784093047	0.000540103	0.579050504	0.023703304	-0.35635053	0.192332353	0.187626172	0.503101693	-0.060121232	0.831452409	0.437773419	0.102679	-0.125567044	0.655668783	-0.184333285	0.510758752	0.027326802	0.922987267	-0.248814835	0.371195615	-0.253321027	0.362306585
TRINITY_DN311493_c0_g1	P13607	Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha)	"adult locomotory behavior [GO:0008344]; ATP hydrolysis coupled proton transport [GO:0015991]; cation transport [GO:0006812]; cellular potassium ion homeostasis [GO:0030007]; cellular sodium ion homeostasis [GO:0006883]; chemical synaptic transmission [GO:0007268]; determination of adult lifespan [GO:0008340]; jump response [GO:0007630]; locomotory behavior [GO:0007626]; neuromuscular process [GO:0050905]; potassium ion import across plasma membrane [GO:1990573]; regulation of tube diameter, open tracheal system [GO:0035158]; regulation of tube length, open tracheal system [GO:0035159]; response to mechanical stimulus [GO:0009612]; response to temperature stimulus [GO:0009266]; sensory perception of sound [GO:0007605]; septate junction assembly [GO:0019991]; sodium ion export across plasma membrane [GO:0036376]; synaptic growth at neuromuscular junction [GO:0051124]; tissue homeostasis [GO:0001894]; trachea morphogenesis [GO:0060439]"	basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; septate junction [GO:0005918]; sodium:potassium-exchanging ATPase complex [GO:0005890]	ATP binding [GO:0005524]; sodium:potassium-exchanging ATPase activity [GO:0005391]	GO:0001894; GO:0005391; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005890; GO:0005918; GO:0006812; GO:0006883; GO:0007268; GO:0007605; GO:0007626; GO:0007630; GO:0008340; GO:0008344; GO:0009266; GO:0009612; GO:0015991; GO:0016323; GO:0019991; GO:0030007; GO:0035158; GO:0035159; GO:0036376; GO:0050905; GO:0051124; GO:0060439; GO:1990573	black	0.51342306	0.050290136	13.95418876	5.418432709	0.00246342	0.000227799	0.549806333	0.033730777	-0.436668583	0.103649742	0.944902099	1.13E-07	0.394398562	0.145743349	-0.221882214	0.42674333	0.093839715	0.739402438	-0.258710345	0.351831122	0.253004703	0.362926716	-0.374123446	0.169509871	0.122702006	0.663092192	0.012103656	0.965851783	-0.238363153	0.392264191	-0.161954412	0.56416953
TRINITY_DN298149_c0_g1	Q9SLX0	Importin subunit alpha-1b	NLS-bearing protein import into nucleus [GO:0006607]	cytosol [GO:0005829]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]	nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]	GO:0005643; GO:0005654; GO:0005829; GO:0006607; GO:0008139; GO:0048471; GO:0061608	black	0.512803312	0.050615921	13.56302918	3.439624582	0.008818451	0.001011486	0.552448491	0.032712723	-0.442039622	0.09899019	0.97025782	2.18E-09	0.439705899	0.100996363	-0.213050684	0.44583636	0.035821372	0.899146909	-0.216299972	0.438762493	0.240817452	0.387260541	-0.313408497	0.255339561	0.11065901	0.694608414	0.035435475	0.900228356	-0.218581758	0.433829048	-0.141202659	0.615696236
TRINITY_DN277252_c0_g1	Q99LE6	ATP-binding cassette sub-family F member 2	NA	mitochondrion [GO:0005739]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005739; GO:0016887	black	0.511776508	0.051159094	11.25082156	2.36803934	0.017505553	0.002285054	0.553058103	0.032481146	-0.393094675	0.147200207	0.982963685	6.02E-11	0.431891438	0.107920823	-0.217070279	0.437093853	0.082797221	0.769249932	-0.210614062	0.451178213	0.297266115	0.281932323	-0.314088941	0.254253546	0.055019938	0.845587986	0.038343987	0.892081603	-0.221584938	0.427379107	-0.16282961	0.56203728
TRINITY_DN274697_c0_g1	Q78PY7	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (p100 co-activator)	gene silencing by RNA [GO:0031047]; miRNA catabolic process [GO:0010587]; regulation of cell cycle process [GO:0010564]; RNA catabolic process [GO:0006401]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dense body [GO:0097433]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; RISC complex [GO:0016442]	endonuclease activity [GO:0004519]; endoribonuclease activity [GO:0004521]; nuclease activity [GO:0004518]; RISC complex binding [GO:1905172]; RNA binding [GO:0003723]	GO:0003723; GO:0004518; GO:0004519; GO:0004521; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006401; GO:0010564; GO:0010587; GO:0016442; GO:0031047; GO:0042470; GO:0097433; GO:1905172	black	0.511179811	0.051476705	10.2891341	2.038184166	0.02142254	0.002920941	0.552772802	0.032589371	-0.365765321	0.180008532	0.983288192	5.32E-11	0.430482227	0.109203766	-0.219499129	0.431853581	0.119294455	0.671959242	-0.20562727	0.46220928	0.342637358	0.211235728	-0.313469693	0.255241774	0.028068593	0.920902697	0.041921833	0.882073844	-0.222223474	0.426014085	-0.17064796	0.543143217
TRINITY_DN278965_c0_g1	Q20065	"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)"	macromolecule modification [GO:0043412]; oxidation-reduction process [GO:0055114]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]	"iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; peptidyl-proline 4-dioxygenase activity [GO:0031545]; procollagen-proline 4-dioxygenase activity [GO:0004656]"	GO:0004656; GO:0005506; GO:0005783; GO:0005788; GO:0016702; GO:0018401; GO:0031418; GO:0031545; GO:0043412; GO:0055114	black	0.510477966	0.051852134	12.45010467	2.656409104	0.012543329	0.001552212	0.551353218	0.033131903	-0.341262004	0.213194378	0.9722528	1.40E-09	0.43394564	0.106069506	-0.221914074	0.426675222	0.168656707	0.547928814	-0.198156805	0.478978299	0.405732034	0.133487586	-0.311202079	0.258880545	0.010721505	0.969749516	0.048302636	0.86426772	-0.22103855	0.428548916	-0.170623466	0.543201974
TRINITY_DN175487_c0_g1	P72943	Probable ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	"regulation of transcription, DNA-templated [GO:0006355]; rRNA base methylation [GO:0070475]"	cytosol [GO:0005829]	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]	GO:0003723; GO:0005829; GO:0006355; GO:0009383; GO:0070475	black	0.508256983	0.053053425	5.439464442	2.042919707	0.118810375	0.026026958	0.546351622	0.035097548	-0.184233962	0.510990541	0.799416018	0.000348292	0.50182691	0.05664637	-0.237873248	0.393267082	0.318518318	0.247253237	-0.076144105	0.787382173	0.509580875	0.052334926	-0.095809731	0.734112358	-0.248997582	0.370832828	0.138912726	0.621491441	-0.088019316	0.755094604	-0.094303806	0.73815523
TRINITY_DN276943_c0_g1	Q01085	Nucleolysin TIAR (TIA-1-related protein)	apoptotic process [GO:0006915]; defense response [GO:0006952]; fibroblast growth factor receptor signaling pathway [GO:0008543]; germ cell development [GO:0007281]; positive regulation of cell population proliferation [GO:0008284]; regulation of transcription by RNA polymerase II [GO:0006357]; stem cell division [GO:0017145]	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	DNA binding [GO:0003677]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; RNA binding [GO:0003723]	GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005764; GO:0006357; GO:0006915; GO:0006952; GO:0007281; GO:0008284; GO:0008543; GO:0010494; GO:0017145; GO:0035925	black	0.507915387	0.053239983	12.02733259	3.054808469	0.013541652	0.001702004	0.544228539	0.035957814	-0.507874273	0.05326247	0.934580126	3.36E-07	0.447866867	0.094103101	-0.204687663	0.464302435	-0.025316571	0.928638692	-0.220530618	0.429637858	0.166039952	0.554245383	-0.307770757	0.264446404	0.193473207	0.489638237	0.032233946	0.90920652	-0.210707015	0.450973848	-0.104716995	0.710334964
TRINITY_DN151688_c0_g1	P56701	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Tumor necrosis factor type 1 receptor-associated protein 2)	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of protein catabolic process [GO:0042176]	"nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome regulatory particle, base subcomplex [GO:0008540]; proteasome storage granule [GO:0034515]"	enzyme regulator activity [GO:0030234]	GO:0005634; GO:0008540; GO:0022624; GO:0030234; GO:0034515; GO:0042176; GO:0043161	black	0.506030588	0.054278	8.348707376	1.729947773	0.03601293	0.005764086	0.545324248	0.03551189	-0.456012292	0.0875601	0.96125664	1.19E-08	0.432400773	0.107459714	-0.208116748	0.45668596	0.000870737	0.997542721	-0.218253746	0.434536503	0.193810215	0.488867476	-0.310173208	0.260541902	0.1260338	0.65446221	0.030870659	0.913032792	-0.215782115	0.439886078	-0.136525221	0.627555627
TRINITY_DN271596_c0_g1	B7ZFT1	Glutaredoxin-1 (Glutathione-dependent oxidoreductase 1)	cell redox homeostasis [GO:0045454]	cytosol [GO:0005829]	electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]	GO:0005829; GO:0009055; GO:0015035; GO:0045454	black	0.505022078	0.054839464	8.916624046	1.941512966	0.033233732	0.005271302	0.5410872	0.037259482	-0.512290919	0.050886441	0.929490714	5.41E-07	0.445281468	0.096249935	-0.2027736	0.468580674	-0.036098306	0.898370924	-0.220734478	0.429200638	0.151346447	0.590281285	-0.306179328	0.267052223	0.199298359	0.476397119	0.030880155	0.913006134	-0.209359709	0.453940508	-0.102342486	0.716650359
TRINITY_DN278995_c0_g1	Q9SA23	Syntaxin-51 (AtSYP51)	intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]; vesicle-mediated transport [GO:0016192]	endomembrane system [GO:0012505]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; SNARE complex [GO:0031201]; vacuole [GO:0005773]	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]	GO:0000149; GO:0005484; GO:0005773; GO:0005794; GO:0006886; GO:0006906; GO:0010008; GO:0012505; GO:0016021; GO:0016192; GO:0031201; GO:0031902; GO:0048278	black	0.503989116	0.055418936	1.730535607	10.87351047	0.093571957	0.018805091	0.547651376	0.034578554	0.07721342	0.784460794	0.544014722	0.036045318	0.105262398	0.708886828	-0.257602219	0.353971131	0.12588071	0.654857862	-0.415371271	0.123631142	0.206727794	0.459763555	-0.198943676	0.47719838	-0.612882971	0.015128536	-0.281700201	0.309076626	-0.451207178	0.09137962	-0.434066597	0.10596119
TRINITY_DN227360_c0_g2	F4HZF0	Kinesin-like protein KIN-14H	microtubule-based movement [GO:0007018]	kinesin complex [GO:0005871]; microtubule [GO:0005874]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]	GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887	black	0.500848827	0.057208078	8.197688465	1.633907188	0.031935814	0.004984924	0.530005755	0.042133454	-0.186760535	0.505109405	0.846537687	6.89E-05	0.29833375	0.280124448	-0.241829677	0.385206902	0.4213937	0.117732972	-0.114449658	0.68463542	0.49663315	0.059675725	-0.318760594	0.246873796	-0.107805018	0.702148006	0.058589268	0.835692608	0.120100124	0.669859073	-0.158242905	0.573249697
