GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism
TRINITY_DN234179_c0_g1	9.675902417	3.592487687	14.03056225	0.001271146	0.01066178	Q9NRD8	TRINITY_DN234179_c0_g1_i1	7.50E-21	Dual oxidase 2 (EC 1.11.1.-) (EC 1.6.3.1) (Large NOX 2) (Long NOX 2) (NADH/NADPH thyroid oxidase p138-tox) (NADPH oxidase/peroxidase DUOX2) (NADPH thyroid oxidase 2) (Thyroid oxidase 2) (p138 thyroid oxidase)	cuticle development [GO:0042335]; cytokine-mediated signaling pathway [GO:0019221]; defense response [GO:0006952]; hormone biosynthetic process [GO:0042446]; hydrogen peroxide biosynthetic process [GO:0050665]; hydrogen peroxide catabolic process [GO:0042744]; oxidation-reduction process [GO:0055114]; positive regulation of cell motility [GO:2000147]; positive regulation of wound healing [GO:0090303]; response to cAMP [GO:0051591]; response to oxidative stress [GO:0006979]; response to virus [GO:0009615]; superoxide anion generation [GO:0042554]; thyroid hormone generation [GO:0006590]	apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; cell junction [GO:0030054]; cell leading edge [GO:0031252]; cell surface [GO:0009986]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; NADPH oxidase complex [GO:0043020]; plasma membrane [GO:0005886]	calcium ion binding [GO:0005509]; heme binding [GO:0020037]; NAD(P)H oxidase activity [GO:0016174]; peroxidase activity [GO:0004601]; superoxide-generating NADPH oxidase activity [GO:0016175]	GO:0004601; GO:0005509; GO:0005783; GO:0005829; GO:0005886; GO:0006590; GO:0006952; GO:0006979; GO:0009615; GO:0009986; GO:0016174; GO:0016175; GO:0016324; GO:0019221; GO:0020037; GO:0030054; GO:0031252; GO:0042335; GO:0042446; GO:0042554; GO:0042744; GO:0043020; GO:0045177; GO:0050665; GO:0051591; GO:0055114; GO:0070062; GO:0090303; GO:2000147	reviewed	Homo sapiens (Human)
TRINITY_DN238280_c0_g1	10.0903011	2.245984205	11.05334064	0.004002543	0.027106939	O01541	TRINITY_DN238280_c0_g1_i1	2.40E-61	"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (AlaRS A) (Alanyl-tRNA synthetase)"	alanyl-tRNA aminoacylation [GO:0006419]; tRNA modification [GO:0006400]	mitochondrion [GO:0005739]	alanine-tRNA ligase activity [GO:0004813]; amino acid binding [GO:0016597]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	GO:0000049; GO:0002161; GO:0004813; GO:0005524; GO:0005739; GO:0006400; GO:0006419; GO:0008270; GO:0016597	reviewed	Caenorhabditis elegans
TRINITY_DN250557_c0_g1	8.744758123	3.719193903	16.93598516	0.000421332	0.004166207	Q9LMN7	TRINITY_DN250557_c0_g1_i1	3.30E-134	Wall-associated receptor kinase 5 (EC 2.7.11.-)		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; polysaccharide binding [GO:0030247]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005509; GO:0005524; GO:0005886; GO:0016021; GO:0030247	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN251094_c0_g1	-11.61378913	2.588398531	18.51172728	0.000427145	0.004210237	Q8LC69	TRINITY_DN251094_c0_g1_i1	2.00E-35	RING-H2 finger protein ATL8 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL8)	protein ubiquitination [GO:0016567]	integral component of membrane [GO:0016021]	metal ion binding [GO:0046872]; transferase activity [GO:0016740]	GO:0016021; GO:0016567; GO:0016740; GO:0046872	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN251132_c0_g1	-6.917574199	5.531080097	9.097593457	0.00614534	0.037963727	Q651J5	TRINITY_DN251132_c0_g1_i1	5.70E-28	Phosphate transporter PHO1-3 (Protein PHO1-3) (OsPHO1;3)	cellular response to phosphate starvation [GO:0016036]; phosphate ion transport [GO:0006817]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]	inositol hexakisphosphate binding [GO:0000822]; phosphate ion transmembrane transporter activity [GO:0015114]	GO:0000822; GO:0005794; GO:0005802; GO:0005886; GO:0006817; GO:0015114; GO:0016021; GO:0016036	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN25194_c0_g1	-7.090122528	1.596246706	9.132573061	0.007315265	0.043962614	B1Q3J6	TRINITY_DN25194_c0_g1_i1	4.30E-80	DNA (cytosine-5)-methyltransferase 1B (OsMET1b) (EC 2.1.1.37) (DNA methyltransferase 1-2) (OsMET1-2)	DNA methylation on cytosine within a CG sequence [GO:0010424]; embryo development ending in seed dormancy [GO:0009793]; maintenance of DNA methylation [GO:0010216]; regulation of gene expression by genetic imprinting [GO:0006349]	nucleus [GO:0005634]	chromatin binding [GO:0003682]; DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; DNA binding [GO:0003677]	GO:0003677; GO:0003682; GO:0003886; GO:0005634; GO:0006349; GO:0009793; GO:0010216; GO:0010424	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN252333_c0_g1	-4.103983292	10.39338543	9.882980407	0.004544936	0.029928884	P92934	TRINITY_DN252333_c0_g1_i1	1.10E-31	Amino acid permease 6 (Amino acid transporter AAP6)	amino acid transmembrane transport [GO:0003333]; aspartate transmembrane transport [GO:0015810]; tryptophan transport [GO:0015827]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	acidic amino acid transmembrane transporter activity [GO:0015172]; amino acid transmembrane transporter activity [GO:0015171]; neutral amino acid transmembrane transporter activity [GO:0015175]; symporter activity [GO:0015293]	GO:0003333; GO:0005886; GO:0015171; GO:0015172; GO:0015175; GO:0015293; GO:0015810; GO:0015827; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN252362_c0_g1	-3.649819338	7.758188874	13.42448936	0.001288617	0.010757372	Q9M0E2	TRINITY_DN252362_c0_g1_i1	2.20E-32	60S ribosomal protein L28-2	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005886; GO:0006412; GO:0009506; GO:0022625	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN252876_c0_g1	10.55371907	7.627938849	57.16950765	1.10E-07	2.34E-06	Q0JGM8	TRINITY_DN252876_c0_g1_i1	1.80E-19	Cysteine proteinase inhibitor 5 (Oryzacystatin V) (OC-V) (Oryzacystatin-5)	defense response [GO:0006952]	extracellular region [GO:0005576]	cysteine-type endopeptidase inhibitor activity [GO:0004869]	GO:0004869; GO:0005576; GO:0006952	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN254083_c0_g1	-2.989501338	7.735954684	8.597574739	0.00748278	0.044795365	Q9AST6	TRINITY_DN254083_c0_g1_i1	3.00E-19	Vacuolar protein sorting-associated protein 55 homolog	late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; negative regulation of protein localization to cell surface [GO:2000009]; protein transport [GO:0015031]	endosome [GO:0005768]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; vacuole [GO:0005773]		GO:0005768; GO:0005773; GO:0010008; GO:0015031; GO:0016021; GO:0032511; GO:2000009	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN254084_c0_g1	17.15648079	5.259517997	61.98798397	1.47E-07	3.04E-06	Q47BF5	TRINITY_DN254084_c0_g1_i1	5.60E-35	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	regulation of RNA metabolic process [GO:0051252]		4-hydroxy-4-methyl-2-oxoglutarate aldolase activity [GO:0047443]; metal ion binding [GO:0046872]; ribonuclease inhibitor activity [GO:0008428]	GO:0008428; GO:0046872; GO:0047443; GO:0051252	reviewed	Dechloromonas aromatica (strain RCB)
TRINITY_DN254239_c0_g1	21.56764307	9.564545075	246.3233308	8.61E-14	7.01E-12	Q9FVI2	TRINITY_DN254239_c0_g1_i1	4.90E-10	Actin-depolymerizing factor 1 (ADF-1)	actin filament depolymerization [GO:0030042]	actin cytoskeleton [GO:0015629]	actin binding [GO:0003779]	GO:0003779; GO:0015629; GO:0030042	reviewed	Petunia hybrida (Petunia)
TRINITY_DN254309_c0_g1	24.47632345	8.215265962	275.5164266	5.96E-12	2.36E-10	Q9SDS7	TRINITY_DN254309_c0_g1_i1	1.90E-40	V-type proton ATPase subunit C (V-ATPase subunit C) (Vacuolar H(+)-ATPase subunit C) (Vacuolar proton pump subunit C)	ATP hydrolysis coupled proton transport [GO:0015991]; unidimensional cell growth [GO:0009826]	"chloroplast [GO:0009507]; Golgi apparatus [GO:0005794]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; vacuole [GO:0005773]"	"proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]"	GO:0000221; GO:0000325; GO:0005773; GO:0005774; GO:0005794; GO:0005886; GO:0008553; GO:0009507; GO:0009826; GO:0015991; GO:0046961	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN25521_c0_g1	5.984200242	2.856479634	10.12088734	0.004155257	0.027776502	Q9C8D1	TRINITY_DN25521_c0_g1_i1	3.20E-12	U-box domain-containing protein 20 (EC 2.3.2.27) (Plant U-box protein 20) (RING-type E3 ubiquitin transferase PUB20)	response to chitin [GO:0010200]		ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0010200	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN255257_c0_g1	23.25635436	9.000159587	298.0378925	1.13E-14	1.91E-12	P14906	TRINITY_DN255257_c0_g1_i1	1.10E-28	Protein translocation protein SEC63 (Protein NPL1) (Sec62/63 complex 73 kDa subunit)	"cytosol to endoplasmic reticulum transport [GO:0046967]; posttranslational protein targeting to endoplasmic reticulum membrane [GO:0006620]; posttranslational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]"	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; nuclear inner membrane [GO:0005637]; Sec62/Sec63 complex [GO:0031207]	protein transmembrane transporter activity [GO:0008320]	GO:0005637; GO:0005739; GO:0005783; GO:0006614; GO:0006620; GO:0008320; GO:0016021; GO:0031204; GO:0031207; GO:0046967	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
TRINITY_DN255876_c0_g1	21.88999175	9.276475045	350.6749003	1.96E-15	8.15E-13	Q9SGE9	TRINITY_DN255876_c0_g1_i1	5.40E-135	"Phenylalanine--tRNA ligase beta subunit, cytoplasmic (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)"	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytosol [GO:0005829]; phenylalanine-tRNA ligase complex [GO:0009328]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]	GO:0000287; GO:0003723; GO:0004826; GO:0005524; GO:0005829; GO:0006432; GO:0009328	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN255899_c0_g1	-6.081648803	5.931596348	14.03098096	0.001053413	0.009132531	O48788	TRINITY_DN255899_c0_g1_i1	3.30E-87	Probable inactive receptor kinase At2g26730		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0005886; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN255905_c0_g1	7.773712848	1.87070305	10.5466474	0.00472759	0.030803981	O76039	TRINITY_DN255905_c0_g1_i1	2.70E-27	Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)	neuron migration [GO:0001764]; positive regulation of axon extension [GO:0045773]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of GTPase activity [GO:0043547]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of cilium assembly [GO:1902017]; regulation of dendrite development [GO:0050773]; regulation of postsynapse organization [GO:0099175]	"centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dendritic growth cone [GO:0044294]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic density, intracellular component [GO:0099092]; ruffle membrane [GO:0032587]"	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; Rac GTPase binding [GO:0048365]	GO:0001764; GO:0004672; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005813; GO:0005829; GO:0006468; GO:0016301; GO:0032587; GO:0032839; GO:0036064; GO:0043547; GO:0044294; GO:0045773; GO:0046777; GO:0048365; GO:0048471; GO:0050773; GO:0050775; GO:0060999; GO:0097542; GO:0098978; GO:0099092; GO:0099175; GO:1902017	reviewed	Homo sapiens (Human)
TRINITY_DN255960_c0_g1	10.32703276	2.716057582	11.09413734	0.003949847	0.02688302	Q92122	TRINITY_DN255960_c0_g1_i1	2.50E-153	Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP)			ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]	GO:0000287; GO:0004743; GO:0005524; GO:0016301; GO:0030955	reviewed	Xenopus laevis (African clawed frog)
TRINITY_DN255993_c0_g1	12.38110571	3.192355887	16.84704087	0.000736896	0.006787781	P0DJ52	TRINITY_DN255993_c0_g1_i1	1.50E-105	60S ribosomal protein L8	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	reviewed	Tetrahymena thermophila (strain SB210)
TRINITY_DN256219_c0_g2	19.71133058	6.521373331	102.6736834	2.49E-09	6.71E-08	Q9NZB8	TRINITY_DN256219_c0_g2_i1	6.10E-70	"Molybdenum cofactor biosynthesis protein 1 (Cell migration-inducing gene 11 protein) (Molybdenum cofactor synthesis-step 1 protein A-B) [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]"	molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	cytosol [GO:0005829]; molybdopterin synthase complex [GO:0019008]; nucleus [GO:0005634]	"4 iron, 4 sulfur cluster binding [GO:0051539]; cyclic pyranopterin monophosphate synthase activity [GO:0061799]; GTP 3',8'-cyclase activity [GO:0061798]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]"	GO:0005525; GO:0005634; GO:0005829; GO:0006777; GO:0019008; GO:0032324; GO:0046872; GO:0051539; GO:0061798; GO:0061799	reviewed	Homo sapiens (Human)
TRINITY_DN256326_c0_g1	16.02271577	4.136831195	44.28314797	4.02E-06	6.70E-05	Q8GXU8	TRINITY_DN256326_c0_g1_i2	7.80E-15	"1-acyl-sn-glycerol-3-phosphate acyltransferase LPAT1, chloroplastic (EC 2.3.1.51) (EC 2.3.1.n4) (Lysophosphatidyl acyltransferase 1) (Protein EMBRYO DEFECTIVE 1995)"	CDP-diacylglycerol biosynthetic process [GO:0016024]; embryo development ending in seed dormancy [GO:0009793]; phosphatidic acid biosynthetic process [GO:0006654]; phosphatidylglycerol biosynthetic process [GO:0006655]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast membrane [GO:0031969]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plastid [GO:0009536]	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]	GO:0003841; GO:0005783; GO:0006654; GO:0006655; GO:0009507; GO:0009536; GO:0009793; GO:0009941; GO:0016021; GO:0016024; GO:0031969	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN256462_c0_g1	2.11606484	11.1433419	10.72621362	0.003319367	0.023355788	Q9LVQ4	TRINITY_DN256462_c0_g1_i1	1.30E-31	WEB family protein At5g55860	cellular response to mechanical stimulus [GO:0071260]; chloroplast accumulation movement [GO:0009904]; chloroplast avoidance movement [GO:0009903]	cytosol [GO:0005829]; plasma membrane [GO:0005886]		GO:0005829; GO:0005886; GO:0009903; GO:0009904; GO:0071260	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN256514_c0_g2	-3.883162147	7.67987491	13.85554072	0.001116216	0.009623091	P35686	TRINITY_DN256514_c0_g2_i2	3.30E-38	40S ribosomal protein S20	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0006412; GO:0022627	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN256557_c0_g2	8.142746027	1.662892523	9.692981019	0.006310108	0.038749573	Q09541	TRINITY_DN256557_c0_g2_i1	1.40E-27	Tripeptidyl-peptidase 2 (TPP2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl peptidase II) (TPPII)	positive regulation of lipid storage [GO:0010884]	cytosol [GO:0005829]	aminopeptidase activity [GO:0004177]; serine-type endopeptidase activity [GO:0004252]; tripeptidyl-peptidase activity [GO:0008240]	GO:0004177; GO:0004252; GO:0005829; GO:0008240; GO:0010884	reviewed	Caenorhabditis elegans
TRINITY_DN257902_c0_g1	7.769562096	3.040995507	8.822824922	0.006844298	0.0412926	Q8NBN7	TRINITY_DN257902_c0_g1_i1	4.10E-22	Retinol dehydrogenase 13 (EC 1.1.1.300) (Short chain dehydrogenase/reductase family 7C member 3)	eye photoreceptor cell development [GO:0042462]; response to high light intensity [GO:0009644]; retina layer formation [GO:0010842]; retinal metabolic process [GO:0042574]	mitochondrial inner membrane [GO:0005743]	NADP-retinol dehydrogenase activity [GO:0052650]	GO:0005743; GO:0009644; GO:0010842; GO:0042462; GO:0042574; GO:0052650	reviewed	Homo sapiens (Human)
TRINITY_DN257903_c0_g1	9.689307116	1.953570906	13.65116861	0.001793398	0.014087733	A6VYC5	TRINITY_DN257903_c0_g1_i1	0.00019	UPF0176 protein Mmwyl1_2535					reviewed	Marinomonas sp. (strain MWYL1)
TRINITY_DN259162_c0_g1	-8.021825133	1.678153599	10.56328212	0.004436367	0.029338793	P0C8K6	TRINITY_DN259162_c0_g1_i1	2.00E-25	"60S ribosomal protein L2, mitochondrial"	translation [GO:0006412]	mitochondrion [GO:0005739]; ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005739; GO:0005840; GO:0006412	reviewed	Oryza sativa (Rice)
TRINITY_DN259522_c0_g1	6.737349599	3.046717473	9.245957617	0.005800871	0.036124135	Q852N6	TRINITY_DN259522_c0_g1_i1	6.30E-186	Calcium-dependent protein kinase 11 (OsCDPK11) (OsCPK11) (EC 2.7.11.1)	abscisic acid-activated signaling pathway [GO:0009738]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]	ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]	GO:0004683; GO:0005509; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009738; GO:0009931; GO:0016020; GO:0018105; GO:0035556; GO:0046777	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN259522_c1_g1	-6.800789282	4.260275504	12.12730131	0.002009434	0.015547996	Q8LPZ7	TRINITY_DN259522_c1_g1_i1	2.20E-129	Calcium-dependent protein kinase 3 (OsCDPK3) (OsCPK3) (EC 2.7.11.1)	abscisic acid-activated signaling pathway [GO:0009738]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]	GO:0004683; GO:0005509; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0009738; GO:0009931; GO:0018105; GO:0035556; GO:0046777	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN259595_c0_g1	22.63740686	11.26851605	240.921692	1.09E-13	8.48E-12	P43644	TRINITY_DN259595_c0_g1_i1	1.10E-83	DnaJ protein homolog ANJ1	protein folding [GO:0006457]; response to heat [GO:0009408]	membrane [GO:0016020]	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0006457; GO:0009408; GO:0016020; GO:0031072; GO:0046872; GO:0051082	reviewed	Atriplex nummularia (Old man saltbush) (Atriplex johnstonii)
